,Q_in,Q_out,T_int,T_ext
2014-10-07 04:35:00,6.681,17.975,17.46,11.62
2014-10-07 04:40:00,6.737,20.399,17.44,11.53
2014-10-07 04:45:00,6.723,22.699,17.43,11.38
2014-10-07 04:50:00,6.863,23.252,17.42,11.31
2014-10-07 04:55:00,6.905,24.141,17.42,11.31
2014-10-07 05:00:00,7.563,22.546,17.43,11.31
2014-10-07 05:05:00,7.507,19.279,17.42,11.36
2014-10-07 05:10:00,7.675,18.282,17.42,11.42
2014-10-07 05:15:00,7.745,18.696,17.43,11.46
2014-10-07 05:20:00,7.577,18.39,17.41,11.43
2014-10-07 05:25:00,7.353,16.887,17.41,11.45
2014-10-07 05:30:00,7.241,16.212,17.39,11.52
2014-10-07 05:35:00,7.213,18.911,17.38,11.51
2014-10-07 05:40:00,7.129,16.288,17.37,11.54
2014-10-07 05:45:00,7.101,17.255,17.36,11.55
2014-10-07 05:50:00,7.073,16.825,17.34,11.54
2014-10-07 05:55:00,7.073,17.025,17.32,11.52
2014-10-07 06:00:00,7.003,17.914,17.32,11.53
2014-10-07 06:05:00,6.933,19.969,17.31,11.46
2014-10-07 06:10:00,7.003,20.613,17.3,11.4
2014-10-07 06:15:00,6.989,20.828,17.28,11.37
2014-10-07 06:20:00,7.129,19.448,17.29,11.38
2014-10-07 06:25:00,7.129,16.871,17.28,11.42
2014-10-07 06:30:00,7.129,17.117,17.26,11.42
2014-10-07 06:35:00,7.241,21.672,17.27,11.33
2014-10-07 06:40:00,7.717,21.58,17.26,11.23
2014-10-07 06:45:00,8.263,23.543,17.29,11.24
2014-10-07 06:50:00,8.137,25.215,17.28,11.1
2014-10-07 06:55:00,8.123,25.061,17.28,11.06
2014-10-07 07:00:00,8.151,23.926,17.28,11.08
2014-10-07 07:05:00,7.955,24.494,17.27,11.03
2014-10-07 07:10:00,7.885,24.479,17.26,11.01
2014-10-07 07:15:00,7.815,21.84,17.25,11.05
2014-10-07 07:20:00,7.787,22.27,17.24,11.07
2014-10-07 07:25:00,7.941,21.472,17.23,11.1
2014-10-07 07:30:00,7.899,21.043,17.23,11.12
2014-10-07 07:35:00,8.011,19.601,17.23,11.17
2014-10-07 07:40:00,8.137,17.5,17.22,11.26
2014-10-07 07:45:00,8.263,21.963,17.21,11.21
2014-10-07 07:50:00,8.473,23.727,17.21,11.08
2014-10-07 07:55:00,8.88,19.693,17.24,11.16
2014-10-07 08:00:00,9.062,15.736,17.24,11.3
2014-10-07 08:05:00,9.258,18.42,17.24,11.28
2014-10-07 08:10:00,9.356,22.025,17.25,11.24
2014-10-07 08:15:00,9.734,19.034,17.26,11.21
2014-10-07 08:20:00,10.63,18.88,17.29,11.29
2014-10-07 08:25:00,11.849,15.322,17.33,11.35
2014-10-07 08:30:00,12.395,16.488,17.37,11.41
2014-10-07 08:35:00,12.787,10.491,17.41,11.59
2014-10-07 08:40:00,13.109,8.788,17.43,11.78
2014-10-07 08:45:00,13.151,15.199,17.45,11.69
2014-10-07 08:50:00,14.3,12.454,17.5,11.71
2014-10-07 08:55:00,16.331,12.868,17.58,11.78
2014-10-07 09:00:00,16.317,16.043,17.63,11.72
2014-10-07 09:05:00,16.779,15.337,17.67,11.67
2014-10-07 09:10:00,17.283,12.423,17.71,11.78
2014-10-07 09:15:00,18.039,9.294,17.77,11.93
2014-10-07 09:20:00,18.599,7.914,17.82,12.04
2014-10-07 09:25:00,19.118,4.417,17.89,12.2
2014-10-07 09:30:00,19.72,10.337,17.92,12.17
2014-10-07 09:35:00,20.224,8.574,17.98,12.23
2014-10-07 09:40:00,20.434,9.202,18.02,12.27
2014-10-07 09:45:00,21.078,7.945,18.08,12.31
2014-10-07 09:50:00,21.471,8.129,18.12,12.37
2014-10-07 09:55:00,21.443,9.156,18.18,12.38
2014-10-07 10:00:00,21.232,9.739,18.2,12.39
2014-10-07 10:05:00,21.821,9.969,18.24,12.41
2014-10-07 10:10:00,21.989,5.414,18.28,12.51
2014-10-07 10:15:00,22.199,6.534,18.31,12.58
2014-10-07 10:20:00,22.395,9.248,18.35,12.56
2014-10-07 10:25:00,22.675,8.512,18.39,12.56
2014-10-07 10:30:00,23.039,7.791,18.42,12.59
2014-10-07 10:35:00,23.571,6.273,18.47,12.66
2014-10-07 10:40:00,23.501,4.448,18.5,12.75
2014-10-07 10:45:00,23.768,2.699,18.53,12.86
2014-10-07 10:50:00,23.95,5.706,18.57,12.85
2014-10-07 10:55:00,24.062,6.181,18.6,12.82
2014-10-07 11:00:00,24.174,3.911,18.63,12.89
2014-10-07 11:05:00,24.272,2.132,18.66,13
2014-10-07 11:10:00,24.454,-0.675,18.7,13.13
2014-10-07 11:15:00,23.641,-0.015,18.69,13.21
2014-10-07 11:20:00,23.852,-3.344,18.72,13.36
2014-10-07 11:25:00,24.09,-12.439,18.74,13.69
2014-10-07 11:30:00,24.832,-16.396,18.78,14.04
2014-10-07 11:35:00,25.154,-10.782,18.82,14.09
2014-10-07 11:40:00,24.286,1.472,18.83,13.84
2014-10-07 11:45:00,24.51,1.089,18.85,13.76
2014-10-07 11:50:00,24.678,-3.742,18.89,13.88
2014-10-07 11:55:00,24.65,-10.153,18.9,14.1
2014-10-07 12:00:00,24.734,-17.991,18.92,14.46
2014-10-07 12:05:00,25.238,-17.132,18.95,14.59
2014-10-07 12:10:00,25.616,-17.561,18.99,14.78
2014-10-07 12:15:00,25.826,-17.009,19.02,14.94
2014-10-07 12:20:00,25.84,4.862,19.04,14.54
2014-10-07 12:25:00,26.078,5.905,19.08,14.26
2014-10-07 12:30:00,25.546,2.914,19.09,14.26
2014-10-07 12:35:00,25.504,-0.399,19.11,14.31
2014-10-07 12:40:00,25.028,-4.294,19.1,14.4
2014-10-07 12:45:00,24.622,-7.071,19.11,14.57
2014-10-07 12:50:00,24.44,-5.445,19.11,14.62
2014-10-07 12:55:00,24.328,-0.46,19.13,14.56
2014-10-07 13:00:00,24.37,0.905,19.13,14.51
2014-10-07 13:05:00,24.23,-4.525,19.14,14.62
2014-10-07 13:10:00,24.594,-7.914,19.16,14.78
2014-10-07 13:15:00,24.258,0.429,19.17,14.68
2014-10-07 13:20:00,24.062,0.874,19.18,14.66
2014-10-07 13:25:00,23.501,0.997,19.16,14.59
2014-10-07 13:30:00,23.711,-2.009,19.18,14.66
2014-10-07 13:35:00,23.922,-3.344,19.2,14.74
2014-10-07 13:40:00,23.95,-0.199,19.21,14.7
2014-10-07 13:45:00,24.146,-4.233,19.22,14.8
2014-10-07 13:50:00,24.216,-2.393,19.25,14.83
2014-10-07 13:55:00,24.552,4.202,19.27,14.68
2014-10-07 14:00:00,23.669,-1.549,19.26,14.76
2014-10-07 14:05:00,23.207,-2.592,19.26,14.87
2014-10-07 14:10:00,22.969,-0.613,19.25,14.82
2014-10-07 14:15:00,22.871,-2.914,19.24,14.86
2014-10-07 14:20:00,22.731,-2.929,19.25,14.93
2014-10-07 14:25:00,22.927,-0.107,19.27,14.94
2014-10-07 14:30:00,23.529,3.451,19.29,14.82
2014-10-07 14:35:00,23.613,1.718,19.31,14.85
2014-10-07 14:40:00,23.908,5.844,19.36,14.76
2014-10-07 14:45:00,23.922,5.031,19.38,14.71
2014-10-07 14:50:00,24.202,5.982,19.4,14.65
2014-10-07 14:55:00,24.272,1.166,19.43,14.73
2014-10-07 15:00:00,24.258,-3.267,19.45,14.89
2014-10-07 15:05:00,24.902,-0.092,19.48,14.9
2014-10-07 15:10:00,24.93,1.948,19.51,14.84
2014-10-07 15:15:00,24.202,3.543,19.5,14.78
2014-10-07 15:20:00,24.524,3.589,19.53,14.74
2014-10-07 15:25:00,24.538,4.663,19.54,14.7
2014-10-07 15:30:00,24.622,5.092,19.56,14.7
2014-10-07 15:35:00,24.23,7.991,19.57,14.67
2014-10-07 15:40:00,24.216,12.055,19.58,14.5
2014-10-07 15:45:00,24.034,12.362,19.59,14.38
2014-10-07 15:50:00,23.964,14.049,19.59,14.27
2014-10-07 15:55:00,23.669,14.678,19.62,14.21
2014-10-07 16:00:00,23.683,14.494,19.62,14.18
2014-10-07 16:05:00,23.725,18.221,19.62,13.96
2014-10-07 16:10:00,23.025,14.877,19.63,14.03
2014-10-07 16:15:00,23.053,17.684,19.64,13.89
2014-10-07 16:20:00,22.927,21.089,19.65,13.68
2014-10-07 16:25:00,23.025,18.865,19.67,13.61
2014-10-07 16:30:00,22.591,15.874,19.66,13.63
2014-10-07 16:35:00,22.087,13.819,19.64,13.63
2014-10-07 16:40:00,22.031,16.196,19.64,13.54
2014-10-07 16:45:00,22.115,17.791,19.65,13.45
2014-10-07 16:50:00,21.877,20.936,19.66,13.29
2014-10-07 16:55:00,22.283,24.11,19.68,13.14
2014-10-07 17:00:00,21.457,19.34,19.66,13.16
2014-10-07 17:05:00,21.457,18.742,19.66,13.15
2014-10-07 17:10:00,21.457,20.644,19.66,13.08
2014-10-07 17:15:00,20.924,24.724,19.66,12.97
2014-10-07 17:20:00,20.616,25.261,19.65,12.85
2014-10-07 17:25:00,20.168,24.601,19.63,12.79
2014-10-07 17:30:00,19.692,24.126,19.63,12.79
2014-10-07 17:35:00,19.44,24.356,19.61,12.71
2014-10-07 17:40:00,19.034,24.141,19.6,12.68
2014-10-07 17:45:00,18.796,23.988,19.58,12.62
2014-10-07 17:50:00,18.361,24.479,19.57,12.59
2014-10-07 17:55:00,18.151,25.123,19.56,12.52
2014-10-07 18:00:00,17.815,24.877,19.54,12.46
2014-10-07 18:05:00,17.745,23.88,19.52,12.43
2014-10-07 18:10:00,17.437,24.233,19.49,12.38
2014-10-07 18:15:00,16.681,24.294,19.46,12.33
2014-10-07 18:20:00,16.05,24.294,19.43,12.31
2014-10-07 18:25:00,15.756,25.905,19.4,12.23
2014-10-07 18:30:00,15.42,25.813,19.38,12.17
2014-10-07 18:35:00,15,25.613,19.36,12.14
2014-10-07 18:40:00,14.79,26.089,19.33,12.07
2014-10-07 18:45:00,15.266,25.69,19.34,12.05
2014-10-07 18:50:00,15.252,25.414,19.33,12
2014-10-07 18:55:00,14.692,26.733,19.31,11.97
2014-10-07 19:00:00,14.44,27.071,19.29,11.89
2014-10-07 19:05:00,14.356,26.012,19.28,11.87
2014-10-07 19:10:00,14.132,25.644,19.26,11.86
2014-10-07 19:15:00,13.964,26.074,19.25,11.82
2014-10-07 19:20:00,13.697,24.678,19.22,11.81
2014-10-07 19:25:00,13.599,25.859,19.21,11.79
2014-10-07 19:30:00,13.319,26.273,19.19,11.73
2014-10-07 19:35:00,13.249,24.693,19.17,11.72
2014-10-07 19:40:00,13.277,25.184,19.17,11.71
2014-10-07 19:45:00,13.249,26.089,19.16,11.65
2014-10-07 19:50:00,13.361,25.23,19.15,11.63
2014-10-07 19:55:00,11.891,25.138,19.11,11.62
2014-10-07 20:00:00,11.092,25.721,19.05,11.59
2014-10-07 20:05:00,10.672,25.521,19.01,11.57
2014-10-07 20:10:00,10.392,25.322,18.99,11.55
2014-10-07 20:15:00,10.126,24.939,18.95,11.54
2014-10-07 20:20:00,9.818,24.816,18.91,11.53
2014-10-07 20:25:00,9.594,25.46,18.89,11.5
2014-10-07 20:30:00,9.37,25.521,18.86,11.48
2014-10-07 20:35:00,9.062,25.46,18.82,11.44
2014-10-07 20:40:00,8.894,24.617,18.77,11.41
2014-10-07 20:45:00,8.711,24.172,18.75,11.43
2014-10-07 20:50:00,8.529,24.202,18.71,11.42
2014-10-07 20:55:00,8.389,24.34,18.69,11.41
2014-10-07 21:00:00,8.277,24.034,18.66,11.4
2014-10-07 21:05:00,8.067,23.988,18.63,11.39
2014-10-07 21:10:00,7.941,23.62,18.61,11.4
2014-10-07 21:15:00,7.801,23.834,18.58,11.38
2014-10-07 21:20:00,7.717,23.374,18.56,11.38
2014-10-07 21:25:00,7.661,23.313,18.53,11.36
2014-10-07 21:30:00,7.521,23.39,18.51,11.34
2014-10-07 21:35:00,7.367,23.083,18.49,11.34
2014-10-07 21:40:00,7.339,23.42,18.46,11.33
2014-10-07 21:45:00,7.199,23.773,18.44,11.31
2014-10-07 21:50:00,7.073,24.11,18.41,11.27
2014-10-07 21:55:00,6.933,23.896,18.39,11.26
2014-10-07 22:00:00,6.891,23.819,18.37,11.25
2014-10-07 22:05:00,6.779,22.393,18.34,11.27
2014-10-07 22:10:00,6.667,22.009,18.33,11.3
2014-10-07 22:15:00,6.625,22.071,18.3,11.29
2014-10-07 22:20:00,6.527,21.242,18.28,11.31
2014-10-07 22:25:00,6.429,20.383,18.26,11.35
2014-10-07 22:30:00,6.415,20.521,18.24,11.35
2014-10-07 22:35:00,6.345,20.46,18.22,11.36
2014-10-07 22:40:00,6.218,20.199,18.19,11.38
2014-10-07 22:45:00,6.176,20.613,18.17,11.38
2014-10-07 22:50:00,6.162,21.043,18.15,11.36
2014-10-07 22:55:00,6.148,20.966,18.13,11.35
2014-10-07 23:00:00,6.078,20.752,18.12,11.36
2014-10-07 23:05:00,5.98,20.353,18.09,11.36
2014-10-07 23:10:00,5.938,20.552,18.08,11.37
2014-10-07 23:15:00,5.924,21.258,18.05,11.34
2014-10-07 23:20:00,5.896,21.595,18.03,11.32
2014-10-07 23:25:00,5.868,22.316,18.02,11.3
2014-10-07 23:30:00,5.882,22.485,18,11.27
2014-10-07 23:35:00,5.826,22.623,17.98,11.25
2014-10-07 23:40:00,5.77,21.825,17.96,11.24
2014-10-07 23:45:00,5.7,21.902,17.93,11.23
2014-10-07 23:50:00,5.644,21.641,17.92,11.23
2014-10-07 23:55:00,5.686,20.92,17.9,11.25
2014-10-08 00:00:00,5.7,21.104,17.89,11.25
2014-10-08 00:05:00,5.672,20.905,17.87,11.24
2014-10-08 00:10:00,5.63,21.81,17.84,11.21
2014-10-08 00:15:00,5.588,21.887,17.84,11.21
2014-10-08 00:20:00,5.546,21.887,17.81,11.2
2014-10-08 00:25:00,5.56,21.917,17.79,11.19
2014-10-08 00:30:00,5.574,21.733,17.78,11.17
2014-10-08 00:35:00,5.532,21.196,17.76,11.18
2014-10-08 00:40:00,5.546,20.828,17.74,11.19
2014-10-08 00:45:00,5.532,21.012,17.73,11.17
2014-10-08 00:50:00,5.49,21.181,17.71,11.17
2014-10-08 00:55:00,5.448,21.656,17.69,11.15
2014-10-08 01:00:00,5.392,21.38,17.67,11.14
2014-10-08 01:05:00,5.392,21.181,17.65,11.13
2014-10-08 01:10:00,5.392,21.38,17.63,11.12
2014-10-08 01:15:00,5.406,20.89,17.63,11.15
2014-10-08 01:20:00,5.434,20.69,17.61,11.13
2014-10-08 01:25:00,5.42,20.537,17.59,11.13
2014-10-08 01:30:00,5.42,20.69,17.57,11.11
2014-10-08 01:35:00,5.42,20.399,17.56,11.12
2014-10-08 01:40:00,5.42,19.785,17.54,11.13
2014-10-08 01:45:00,5.42,19.095,17.51,11.18
2014-10-08 01:50:00,5.42,19.601,17.51,11.16
2014-10-08 01:55:00,5.42,20.169,17.5,11.12
2014-10-08 02:00:00,5.42,20.245,17.48,11.13
2014-10-08 02:05:00,5.406,19.755,17.45,11.13
2014-10-08 02:10:00,5.406,17.776,17.45,11.18
2014-10-08 02:15:00,5.42,15.66,17.42,11.25
2014-10-08 02:20:00,5.392,13.405,17.41,11.32
2014-10-08 02:25:00,5.42,10.92,17.39,11.44
2014-10-08 02:30:00,5.378,13.727,17.39,11.46
2014-10-08 02:35:00,5.434,13.436,17.36,11.44
2014-10-08 02:40:00,5.406,11.641,17.35,11.53
2014-10-08 02:45:00,5.42,17.117,17.33,11.44
2014-10-08 02:50:00,5.42,18.267,17.32,11.36
2014-10-08 02:55:00,5.434,18.098,17.31,11.35
2014-10-08 03:00:00,5.42,16.518,17.29,11.35
2014-10-08 03:05:00,5.406,16.319,17.27,11.37
2014-10-08 03:10:00,5.434,16.104,17.26,11.37
2014-10-08 03:15:00,5.462,16.396,17.26,11.38
2014-10-08 03:20:00,5.462,17.485,17.24,11.36
2014-10-08 03:25:00,5.49,17.086,17.22,11.35
2014-10-08 03:30:00,5.532,14.08,17.2,11.42
2014-10-08 03:35:00,5.518,12.055,17.19,11.51
2014-10-08 03:40:00,5.518,11.856,17.18,11.56
2014-10-08 03:45:00,5.518,12.239,17.16,11.58
2014-10-08 03:50:00,5.588,12.224,17.15,11.61
2014-10-08 03:55:00,5.574,11.564,17.13,11.63
2014-10-08 04:00:00,5.63,11.457,17.12,11.67
2014-10-08 04:05:00,5.644,11.81,17.12,11.69
2014-10-08 04:10:00,5.672,12.071,17.11,11.71
2014-10-08 04:15:00,5.686,10.782,17.1,11.75
2014-10-08 04:20:00,5.644,10.399,17.08,11.78
2014-10-08 04:25:00,5.784,9.862,17.07,11.84
2014-10-08 04:30:00,5.798,10.399,17.05,11.83
2014-10-08 04:35:00,5.77,11.488,17.04,11.81
2014-10-08 04:40:00,5.77,12.853,17.03,11.79
2014-10-08 04:45:00,5.854,11.917,17.02,11.81
2014-10-08 04:50:00,6.639,10.337,17.04,11.86
2014-10-08 04:55:00,6.639,9.923,17.02,11.89
2014-10-08 05:00:00,6.849,9.34,17.03,11.94
2014-10-08 05:05:00,7.129,10.031,17.03,11.97
2014-10-08 05:10:00,7.143,10.844,17.01,11.94
2014-10-08 05:15:00,6.961,10.245,17,11.97
2014-10-08 05:20:00,6.919,8.819,16.99,12.03
2014-10-08 05:25:00,6.933,7.699,16.98,12.08
2014-10-08 05:30:00,6.905,7.193,16.98,12.14
2014-10-08 05:35:00,6.947,7.623,16.98,12.18
2014-10-08 05:40:00,7.045,6.733,16.97,12.23
2014-10-08 05:45:00,7.129,6.273,16.97,12.29
2014-10-08 05:50:00,7.199,6.074,16.96,12.32
2014-10-08 05:55:00,7.269,6.396,16.96,12.34
2014-10-08 06:00:00,7.283,6.764,16.95,12.36
2014-10-08 06:05:00,7.227,9.54,16.94,12.32
2014-10-08 06:10:00,7.353,10.491,16.93,12.3
2014-10-08 06:15:00,7.493,9.264,16.93,12.29
2014-10-08 06:20:00,7.591,8.88,16.92,12.29
2014-10-08 06:25:00,7.815,7.684,16.92,12.34
2014-10-08 06:30:00,7.801,6.472,16.93,12.42
2014-10-08 06:35:00,7.843,6.212,16.92,12.45
2014-10-08 06:40:00,7.983,6.994,16.91,12.47
2014-10-08 06:45:00,8.039,7.377,16.91,12.52
2014-10-08 06:50:00,8.011,6.472,16.92,12.57
2014-10-08 06:55:00,8.067,5.92,16.91,12.59
2014-10-08 07:00:00,8.165,4.724,16.9,12.62
2014-10-08 07:05:00,8.193,4.601,16.9,12.66
2014-10-08 07:10:00,8.137,4.985,16.9,12.69
2014-10-08 07:15:00,8.375,5.291,16.9,12.7
2014-10-08 07:20:00,8.922,4.954,16.91,12.71
2014-10-08 07:25:00,9.146,4.049,16.92,12.75
2014-10-08 07:30:00,9.342,5.199,16.92,12.79
2014-10-08 07:35:00,9.846,6.365,16.95,12.78
2014-10-08 07:40:00,10.154,4.985,16.96,12.81
2014-10-08 07:45:00,10.518,3.451,16.98,12.86
2014-10-08 07:50:00,10.742,2.791,17,12.92
2014-10-08 07:55:00,10.798,2.899,17,12.95
2014-10-08 08:00:00,10.672,3.129,17.01,12.99
2014-10-08 08:05:00,10.882,1.472,17.03,13.05
2014-10-08 08:10:00,11.261,-0.353,17.04,13.15
2014-10-08 08:15:00,12.003,-1.396,17.07,13.26
2014-10-08 08:20:00,13.263,-3.374,17.12,13.38
2014-10-08 08:25:00,13.894,-5.031,17.16,13.53
2014-10-08 08:30:00,14.524,-4.54,17.21,13.62
2014-10-08 08:35:00,14.944,-4.831,17.25,13.7
2014-10-08 08:40:00,15.672,-4.755,17.29,13.77
2014-10-08 08:45:00,17.199,-3.497,17.36,13.79
2014-10-08 08:50:00,16.443,-4.525,17.39,13.86
2014-10-08 08:55:00,16.947,-4.847,17.41,13.94
2014-10-08 09:00:00,16.891,0.368,17.44,13.86
2014-10-08 09:05:00,17.073,4.479,17.47,13.73
2014-10-08 09:10:00,17.507,-2.071,17.51,13.82
2014-10-08 09:15:00,17.899,-10.015,17.54,14.14
2014-10-08 09:20:00,18.249,-11.534,17.58,14.32
2014-10-08 09:25:00,18.543,-9.218,17.61,14.4
2014-10-08 09:30:00,19.006,-8.359,17.65,14.45
2014-10-08 09:35:00,19.608,-3.267,17.71,14.37
2014-10-08 09:40:00,19.244,-3.788,17.73,14.35
2014-10-08 09:45:00,19.636,-4.939,17.76,14.4
2014-10-08 09:50:00,20.364,-3.558,17.81,14.34
2014-10-08 09:55:00,21.485,-4.816,17.88,14.37
2014-10-08 10:00:00,22.255,-3.39,17.95,14.41
2014-10-08 10:05:00,21.877,-4.77,17.99,14.49
2014-10-08 10:10:00,21.751,-3.067,18.03,14.52
2014-10-08 10:15:00,22.297,-3.819,18.07,14.57
2014-10-08 10:20:00,22.759,-7.761,18.12,14.73
2014-10-08 10:25:00,22.549,-4.294,18.15,14.71
2014-10-08 10:30:00,22.871,-6.718,18.18,14.78
2014-10-08 10:35:00,23.543,-9.908,18.24,14.9
2014-10-08 10:40:00,23.81,-9.555,18.29,14.98
2014-10-08 10:45:00,24.79,-12.607,18.35,15.17
2014-10-08 10:50:00,24.286,-12.316,18.38,15.33
2014-10-08 10:55:00,24.468,-9.479,18.42,15.34
2014-10-08 11:00:00,24.804,-6.718,18.46,15.23
2014-10-08 11:05:00,24.44,-7.301,18.48,15.28
2014-10-08 11:10:00,25.14,-10.629,18.53,15.45
2014-10-08 11:15:00,25.448,-9.264,18.57,15.53
2014-10-08 11:20:00,25.658,-4.095,18.62,15.43
2014-10-08 11:25:00,25.742,-6.043,18.65,15.46
2014-10-08 11:30:00,25.266,-9.923,18.68,15.58
2014-10-08 11:35:00,25.322,-9.724,18.7,15.69
2014-10-08 11:40:00,25.322,-16.994,18.73,15.89
2014-10-08 11:45:00,25.238,-9.08,18.76,15.85
2014-10-08 11:50:00,25.07,-15.123,18.78,15.99
2014-10-08 11:55:00,25.014,-11.058,18.8,15.99
2014-10-08 12:00:00,25.252,-12.147,18.83,16.08
2014-10-08 12:05:00,25.07,-3.175,18.86,15.88
2014-10-08 12:10:00,25.154,-9.908,18.88,15.91
2014-10-08 12:15:00,24.986,-8.175,18.91,15.94
2014-10-08 12:20:00,25.224,-8.267,18.92,15.93
2014-10-08 12:25:00,25.182,-4.325,18.96,15.86
2014-10-08 12:30:00,24.65,4.939,18.96,15.51
2014-10-08 12:35:00,24.328,7.761,18.97,15.21
2014-10-08 12:40:00,23.978,6.856,18.97,15.04
2014-10-08 12:45:00,23.711,8.758,18.97,14.95
2014-10-08 12:50:00,24.16,-2.592,19,15.12
2014-10-08 12:55:00,24.832,-2.239,19.04,15.22
2014-10-08 13:00:00,24.944,-5.015,19.07,15.36
2014-10-08 13:05:00,24.986,-5.767,19.09,15.51
2014-10-08 13:10:00,25.112,-11.258,19.12,15.76
2014-10-08 13:15:00,25.42,-15.552,19.16,15.97
2014-10-08 13:20:00,25.252,-12.684,19.18,16.05
2014-10-08 13:25:00,25.504,-2.96,19.22,15.85
2014-10-08 13:30:00,25.56,-5.69,19.24,15.87
2014-10-08 13:35:00,25.672,-18.957,19.27,16.19
2014-10-08 13:40:00,25.658,-15.399,19.3,16.33
2014-10-08 13:45:00,25.896,-14.647,19.33,16.37
2014-10-08 13:50:00,25.476,-13.359,19.37,16.42
2014-10-08 13:55:00,25.364,-14.678,19.38,16.48
2014-10-08 14:00:00,25.672,-16.733,19.41,16.63
2014-10-08 14:05:00,25.532,-17.485,19.44,16.73
2014-10-08 14:10:00,25.42,-10.245,19.45,16.73
2014-10-08 14:15:00,24.804,-6.702,19.47,16.6
2014-10-08 14:20:00,24.748,-3.313,19.47,16.53
2014-10-08 14:25:00,25.14,-4.218,19.51,16.66
2014-10-08 14:30:00,25.042,-4.939,19.54,16.66
2014-10-08 14:35:00,24.832,-9.387,19.54,16.77
2014-10-08 14:40:00,24.692,-6.227,19.56,16.78
2014-10-08 14:45:00,24.566,-5.936,19.57,16.73
2014-10-08 14:50:00,24.538,-9.954,19.59,16.83
2014-10-08 14:55:00,24.594,-6.365,19.6,16.84
2014-10-08 15:00:00,24.65,-8.436,19.63,16.87
2014-10-08 15:05:00,24.468,-2.469,19.65,16.81
2014-10-08 15:10:00,24.328,1.258,19.67,16.67
2014-10-08 15:15:00,24.216,2.393,19.67,16.54
2014-10-08 15:20:00,25.182,0.859,19.72,16.51
2014-10-08 15:25:00,25.378,-2.101,19.75,16.59
2014-10-08 15:30:00,25.308,0.598,19.79,16.52
2014-10-08 15:35:00,25.252,-0.123,19.82,16.59
2014-10-08 15:40:00,25.28,3.804,19.83,16.39
2014-10-08 15:45:00,25.294,-1.656,19.86,16.45
2014-10-08 15:50:00,25.182,-4.003,19.87,16.52
2014-10-08 15:55:00,25.098,-0.982,19.9,16.47
2014-10-08 16:00:00,24.972,-0.092,19.92,16.42
2014-10-08 16:05:00,24.902,0.936,19.93,16.36
2014-10-08 16:10:00,24.524,0.752,19.94,16.33
2014-10-08 16:15:00,24.076,1.242,19.95,16.32
2014-10-08 16:20:00,23.529,4.693,19.94,16.2
2014-10-08 16:25:00,23.725,2.331,19.96,16.22
